,mz,mzmin,mzmax,rt,rtmin,rtmax,into,intb,maxo,sn,sample,KM,NKM,KMD,AKMD
CP7814,687.4502274,687.4482179,687.4517591,663.497,653.169,670.994,39348369.47,36904514.45,7804101.5,31,1,687.494227,687,-0.494226998,0.505773002
CP8801,687.542879,687.5424429,687.544083,676.838,669.328,680.683,77973609.97,74723465.62,14349502,20,1,687.5868846,688,0.413115405,0.413115405
CP6117,688.4527172,688.4526904,688.4527593,619.772,618.079,621.039,847887.0248,839550.3472,554401.9375,18,1,688.496781,688,-0.49678098,0.50321902
CP8432,688.5472483,688.5461048,688.5478803,677.684,670.578,685.925,39344763.53,35857515.97,7440410.25,17,1,688.5913182,689,0.408681821,0.408681821
CP3311,688.9213494,688.9192976,688.9220841,433.185,429.023,435.962,525306.4718,525300.458,228600.1406,228599,1,688.9654432,689,0.034556786,1.034556786
CP1525,688.9489337,688.9482791,688.949241,223.716,221.859,225.57,209586.3789,209583.5957,108864.2031,108863,1,688.9930292,689,0.006970773,1.006970773
CP0863,689.0496097,689.0486583,689.050515,186.171,184.792,187.557,356509.8653,356507.5612,247800.3594,247799,1,689.0937117,689,-0.093711696,0.906288304
CP1378,689.1366058,689.1365339,689.1366483,217.231,215.389,218.614,289979.7263,289977.4227,165967.4688,165966,1,689.1807134,689,-0.180713401,0.819286599
CP8576,689.3673592,689.3645829,689.3701459,688.13,685.925,689.889,924941.5573,924938.4741,394284.9375,394284,1,689.4114816,689,-0.411481579,0.588518421
CP6741,689.4027095,689.4025465,689.402871,637.414,630.298,640.309,5158413.71,5127203.864,1972217.25,50,1,689.4468341,689,-0.446834125,0.553165875
CP3316,689.9187999,689.917147,689.9198436,433.185,429.023,436.426,849955.7229,845506.592,332756.7031,62,1,689.9629575,690,0.037042495,1.037042495
CP1390,690.245723,690.2456169,690.2457704,217.231,214.927,219.078,953494.0812,953490.3914,509985.9375,509985,1,690.2899015,690,-0.289901514,0.710098486
CP6702,690.4043376,690.4035041,690.4062207,637.828,636.166,639.482,1396415.54,1396413.053,1360271.75,1360271,1,690.4485264,690,-0.448526354,0.551473646
CP0281,690.8842269,690.8828805,690.8856575,66.1949,64.8168,67.5839,208983.4963,208278.1611,124979.2422,49,1,690.9284463,691,0.071553667,1.071553667
CP3216,691.0003073,690.9995781,691.0006393,407.697,403.988,411.404,737458.5279,737451.5754,219622,219621,1,691.0445342,691,-0.044534199,0.955465801
CP7627,691.477814,691.4772996,691.4800638,663.081,662.248,664.331,549671.1596,549669.4932,581431.9375,581431,1,691.5220714,692,0.477928565,0.477928565
CP3989,691.8275708,691.8268905,691.8283975,499.828,497.128,501.599,903572.3739,903568.35,355877.3438,355876,1,691.8718506,692,0.128149391,0.128149391
CP0282,691.8819561,691.8814295,691.8842521,66.1949,65.2737,70.3662,152461.9758,151642.6408,130164.8516,44,1,691.9262394,692,0.073760612,1.073760612
CP3308,691.8952211,691.89517,691.8952429,433.647,431.799,435.499,126460.1474,126457.3724,56517.58984,51663,1,691.9395052,692,0.060494754,1.060494754
CP3210,692.0044643,692.0044445,692.0045004,407.697,406.769,409.087,65878.19654,65876.34214,54174.62109,54174,1,692.0487555,692,-0.04875546,0.95124454
CP3540,692.020727,692.0201504,692.0210177,469.799,465.628,472.578,698394.4886,698388.4653,255416.6406,255416,1,692.0650192,692,-0.065019178,0.934980822
CP4077,692.0207534,692.0201779,692.0209977,506.165,503.866,508.008,395426.3203,395422.6385,200848.6094,200848,1,692.0650456,692,-0.065045591,0.934954409
CP0842,692.0242919,692.0236462,692.026364,186.171,184.792,187.094,285347.212,285345.3704,275219.2344,275218,1,692.0685843,692,-0.068584306,0.931415694
CP6090,692.3410281,692.3397627,692.34276,617.233,615.114,620.194,1971049.148,1971044.491,775950.3125,775949,1,692.3853408,692,-0.385340769,0.614659231
CP6311,692.3766887,692.3759455,692.3775972,617.656,613.422,621.883,27900386.72,26108337,7661556.75,35,1,692.4210036,692,-0.421003605,0.578996395
CP7424,692.4140347,692.4128559,692.4150121,644.888,641.134,649.028,29821456.29,28128464.27,12201085,41,1,692.458352,692,-0.458352027,0.541647973
CP7865,692.449809,692.4482728,692.4501547,668.495,665.579,671.409,8875099.443,8623659.753,3159464.75,21,1,692.4941287,692,-0.494128673,0.505871327
CP7175,692.4499384,692.4498961,692.4499674,653.583,652.753,654.824,807892.4791,807890.8223,568226.375,568225,1,692.4942581,692,-0.494258052,0.505741948
CP3312,692.8928845,692.890551,692.8933323,433.647,430.874,435.962,268297.7473,268293.1219,85251.32813,85250,1,692.9372325,693,0.062767492,1.062767492
CP5062,692.9610039,692.9590043,692.9616943,565.748,564.472,567.027,243808.31,243806.1809,145980.7031,145980,1,693.0053562,693,-0.005356234,0.994643766
CP4892,693.0711676,693.0707444,693.0715577,541.29,538.245,544.759,1669871.106,1613572.081,502365.3125,16,1,693.1155269,693,-0.115526946,0.884473054
CP6118,693.38083,693.380673,693.3810624,617.656,613.422,621.883,8225148.541,7923094.227,2479675.5,22,1,693.4252092,693,-0.425209173,0.574790827
CP7098,693.4175534,693.4160897,693.4194926,645.302,639.896,651.098,13547145.62,12402628.01,4093187.625,18,1,693.461935,693,-0.461934955,0.538065045
CP8530,693.4282923,693.4273972,693.4298163,684.607,681.553,689.008,15467720.09,15442069.42,5762672.5,217,1,693.4726746,693,-0.47267459,0.52732541
CP7800,693.4547765,693.4547477,693.4548047,668.912,665.163,680.249,2820471.96,2766150.514,1097803,14,1,693.4991605,693,-0.499160488,0.500839512
CP3983,693.8234911,693.8222084,693.8249301,499.828,498.023,501.157,658177.8668,658175.1805,509154.25,509153,1,693.8678986,694,0.132101381,0.132101381
CP5728,694.3570423,694.3545713,694.3573769,603.689,601.995,605.387,1002312.004,988297.9692,428672.8438,14,1,694.401484,694,-0.401484036,0.598515964
CP6072,694.3815204,694.3800279,694.3820516,617.656,615.537,619.349,1436055.932,1436052.543,617610.4375,617609,1,694.4259636,694,-0.425963626,0.574036374
CP8487,694.4314778,694.4310141,694.4318069,684.607,681.553,689.008,4756315.113,4744199.544,1331535,65,1,694.4759242,694,-0.47592422,0.52407578
CP4684,694.9559181,694.9535953,694.9569482,539.998,530.689,552.953,3689897.727,3426237.233,870923.375,20,1,695.0003981,695,-0.000398119,0.999601881
CP5977,695.3772406,695.3771686,695.3773517,614.267,612.576,615.537,937155.2178,937152.6798,501789,501788,1,695.4217476,695,-0.42174759,0.57825241
CP7359,695.449961,695.4487955,695.4515836,657.304,654.412,665.995,3605035.186,3595069.922,1312240.875,54,1,695.4944726,695,-0.494472614,0.505527386
CP3306,695.8684077,695.8674239,695.8702019,433.185,430.411,435.035,207569.8391,206569.6792,170375.5781,50,1,695.9129461,696,0.087053853,1.087053853
CP6947,696.4242023,696.424185,696.4242168,646.959,645.716,647.787,962926.4,946505.0073,751911.3125,12,1,696.4687763,696,-0.468776349,0.531223651
CP5106,696.9209644,696.920223,696.9212197,565.748,563.618,568.738,6014380.36,6014375.667,3206883.5,3206882,1,696.9655702,697,0.034429831,1.034429831
CP2884,696.9955263,696.995,696.9962288,348.372,344.663,350.688,528727.5782,528722.0166,191887.7969,191887,1,697.0401369,697,-0.040136897,0.959863103
CP5380,697.0462528,697.0451737,697.047717,562.769,558.39,566.174,16539003.86,15116642.87,4452075.75,27,1,697.0908667,697,-0.09086666,0.90913334
CP3058,697.9238351,697.9219038,697.9247855,373.393,369.222,376.174,776785.7989,776779.7738,211480.1406,211479,1,697.968505,698,0.031494952,1.031494952
CP5068,697.9243072,697.9233382,697.9248501,565.748,564.045,567.455,801740.9811,801737.9974,423664.7813,423664,1,697.9689772,698,0.031022758,1.031022758
CP4608,697.9302068,697.9298372,697.9329759,536.476,534.715,538.245,373509.7637,373506.6749,217239.1875,217238,1,697.9748772,698,0.025122788,1.025122788
CP4322,697.9911055,697.990738,697.9914627,514.081,510.237,519.494,15140428.02,15127532.71,6418365.5,376,1,698.0357798,698,-0.035779838,0.964220162
CP5165,698.0491618,698.0488836,698.049471,563.192,558.856,567.455,3100653.664,2938649.479,838393.875,16,1,698.0938398,698,-0.093839773,0.906160227
CP6871,698.4740203,698.4726275,698.4757214,640.722,637.414,646.543,13801321.34,13612119.62,7748955.25,81,1,698.5187255,699,0.481274514,0.481274514
CP4289,698.9944457,698.9937249,698.9964908,514.081,512.355,516.339,2101937.47,2101933.929,1099949.938,1099949,1,699.0391842,699,-0.039184175,0.960815825
CP7580,699.4071424,699.4071332,699.4071576,662.248,661.419,663.497,487144.5854,487142.923,320729.75,320729,1,699.4519073,699,-0.451907341,0.548092659
CP7669,699.4481283,699.4459627,699.4488777,662.665,651.098,665.579,1746847.135,1746842.17,512252.0313,358639,1,699.4928959,699,-0.49289589,0.50710411
CP6838,699.4774244,699.4766711,699.479547,640.722,638.242,643.646,5289208.362,5289203.374,1977699.125,1977698,1,699.5221938,700,0.47780616,0.47780616
CP4282,699.9860393,699.9850872,699.9880022,514.081,513.206,515.431,233980.2769,233978.4969,221639.2031,221638,1,700.0308413,700,-0.030841266,0.969158734
CP7489,700.418904,700.4179537,700.4202036,653.998,647.373,659.365,23618591.85,21889211.49,4412301.5,17,1,700.4637336,700,-0.463733637,0.536266363
CP7815,700.4191358,700.4184278,700.4201792,663.915,659.365,668.912,23667976.44,20849933.67,8268918.25,12,1,700.4639655,700,-0.463965498,0.536034502
CP6148,700.8887298,700.8865342,700.8892823,620.616,619.349,621.883,512072.99,512070.8784,265634.0938,265633,1,700.9335895,701,0.066410461,1.066410461
CP8014,700.9996328,700.9978946,701.0006973,676.838,674.744,681.118,1200022.645,1176634.09,473115.2813,11,1,701.0444997,701,-0.044499653,0.955500347
CP6872,702.3618986,702.3611559,702.362319,642.819,631.559,648.614,4976312.573,4609294.933,1404568.625,11,1,702.4068526,702,-0.40685259,0.59314741
CP8040,702.996603,702.9965058,702.9966515,677.26,675.581,679.388,834553.1111,834549.7271,376130.8438,376130,1,703.0415977,703,-0.041597703,0.958402297
CP5465,702.9969037,702.996563,702.997418,585.75,583.656,590.032,1820483.165,1797733.059,663007.75,22,1,703.0418984,703,-0.041898392,0.958101608
CP6647,703.1327831,703.1308691,703.1337613,634.495,631.979,639.069,6250781.645,6133877.332,3596683.75,42,1,703.1777865,703,-0.177786466,0.822213534
CP7282,703.4195013,703.4190589,703.4207745,654.824,649.028,657.304,7597812.796,7210318.447,2441911.5,13,1,703.464523,703,-0.464522992,0.535477008
CP6568,704.1365699,704.136536,704.136633,634.077,632.819,635.748,772580.1398,772578.0476,479793.375,479792,1,704.1816376,704,-0.181637551,0.818362449
CP6636,704.285819,704.2851816,704.2879588,635.331,634.495,636.583,548462.6595,548460.9891,439654,439653,1,704.3308961,704,-0.33089615,0.66910385
CP7682,704.4492334,704.4478486,704.450864,659.365,651.512,667.245,13588797.7,12832023.97,3373047.25,24,1,704.4943211,704,-0.494321084,0.505678916
CP5012,705.3384628,705.3382901,705.3385398,563.192,561.079,564.472,767649.5766,767647.0318,463751.8438,463751,1,705.3836073,705,-0.38360731,0.61639269
CP8802,705.3839813,705.3833887,705.3848599,688.13,682.427,690.759,13941926.7,13941918.83,4233992.25,4233991,1,705.4291288,705,-0.429128803,0.570871197
CP5138,705.4086773,705.4086523,705.4087035,569.163,567.883,570.435,398461.4911,396191.5713,267037.6563,23,1,705.4538263,705,-0.453826346,0.546173654
CP6723,705.4340082,705.4339823,705.434058,638.655,637.414,639.896,875170.0052,859263.6604,588790.3125,13,1,705.4791589,705,-0.479158909,0.520841091
CP8117,705.5773861,705.5772727,705.5774618,676.838,674.744,683.299,2728867.711,2712411.724,662361.9375,26,1,705.6225459,706,0.377454059,0.377454059
CP7490,706.3015075,706.3008389,706.303775,658.954,654.824,660.598,3636797.566,3618830.926,1581084,26,1,706.3467137,706,-0.346713678,0.653286322
CP8803,706.382069,706.3815233,706.3823665,688.569,683.299,690.759,26058122.78,26058115.32,9552857,9552856,1,706.4272803,706,-0.427280344,0.572719656
CP6493,706.393625,706.3910211,706.3942321,622.727,618.502,628.194,12327373.4,11019115.62,2419990.75,12,1,706.4388371,706,-0.438837066,0.561162934
CP7246,706.4286425,706.4248041,706.430448,653.169,649.028,656.479,8093635.09,7552897.306,4001423.125,18,1,706.4738568,706,-0.47385684,0.52614316
CP7943,706.4647178,706.4643025,706.4671994,673.907,671.409,675.581,3345743.77,3345740.015,1432414.5,1432414,1,706.5099344,707,0.490065591,0.490065591
CP6061,706.9915242,706.9908051,706.9923164,613.422,608.355,618.925,8378320.885,8187286.036,2673110.75,39,1,707.0367745,707,-0.036774528,0.963225472
CP6062,706.9917004,706.9915328,706.9920228,604.536,600.295,609.198,3704622.998,3543716.35,827504.3125,12,1,707.0369508,707,-0.036950786,0.963049214
CP7628,707.0873969,707.0873751,707.087419,663.081,661.833,664.331,727335.153,727333.0713,444806.9063,444806,1,707.1326533,707,-0.132653348,0.867346652
CP5482,707.0875457,707.0873617,707.0877256,562.348,557.929,571.71,21506984.22,16971514.86,3775988.25,21,1,707.1328022,707,-0.132802212,0.867197788
CP5483,707.0875457,707.0873617,707.0877256,562.348,557.929,571.71,21376218.96,16949974.85,3775988.25,20,1,707.1328022,707,-0.132802212,0.867197788
CP5303,707.3768673,707.3753418,707.3783562,578.118,574.7,581.094,854098.9109,845320.6558,371366.8125,21,1,707.4221423,707,-0.422142299,0.577857701
CP8804,707.3844852,707.3840026,707.3849554,688.13,682.862,690.759,10579337.79,10557592.79,2678262.5,79,1,707.4297607,707,-0.429760665,0.570239335
CP8805,707.3848419,707.3841713,707.3861609,688.13,685.925,690.759,9791989.26,9725554.02,3601839.375,23,1,707.4301174,707,-0.430117419,0.569882581
CP7158,707.449743,707.4488114,707.4518316,651.098,643.233,655.651,23415018.88,22128964.5,5971678.75,23,1,707.4950227,707,-0.495022708,0.504977292
CP5953,707.9942181,707.9941915,707.9942863,612.999,611.306,614.267,944605.1863,944602.6483,492879.8125,492879,1,708.0395326,708,-0.03953265,0.96046735
CP7670,708.3872854,708.3872285,708.387369,663.915,661.419,666.411,1745584.633,1694734.382,769779.1875,10,1,708.4326251,708,-0.432625094,0.567374906
CP7208,708.4530958,708.4523782,708.4540225,651.098,643.233,655.651,9550636.353,9425183.525,1526065.75,24,1,708.4984397,708,-0.498439667,0.501560333
CP6063,709.3933554,709.3928804,709.3942142,617.233,615.114,618.925,1907012.749,1907009.361,763043.125,763042,1,709.4387594,709,-0.438759437,0.561240563
CP8409,709.4015634,709.4015454,709.4015964,684.607,682.862,686.806,1396098.914,1396095.846,714357.1875,714356,1,709.446968,709,-0.446968002,0.553031998
CP6054,710.3960697,710.3950241,710.397933,616.81,615.114,618.502,686616.9635,686613.999,357829.4688,357828,1,710.4415379,710,-0.441537922,0.558462078
CP8058,710.9793775,710.9780092,710.9808951,678.108,676.418,679.819,745740.7241,745737.7483,456111.4375,456110,1,711.0248831,711,-0.024883111,0.975116889
CP4464,711.3139509,711.3139001,711.3139741,525.714,524.402,526.59,126260.5776,126258.8272,76101.35938,76100,1,711.3594779,711,-0.359477902,0.640522098
CP4609,712.8774804,712.876138,712.8797372,536.476,535.152,538.245,548764.4924,548761.8412,350215.5,350214,1,712.9231075,713,0.076892522,1.076892522
CP5142,712.8910789,712.8910503,712.8911461,569.585,568.738,570.861,352565.9001,352564.2017,250226.6563,250226,1,712.9367068,713,0.063293189,1.063293189
CP5457,712.9464234,712.9453613,712.9482615,585.327,583.24,588.314,21909769.22,21902845.51,11947691.5,727,1,712.9920549,713,0.007945071,1.007945071
CP0864,713.0937132,713.0935856,713.093995,186.171,184.792,187.557,505047.0982,505044.7941,344309.0625,344308,1,713.1393542,713,-0.139354166,0.860645834
CP5405,713.3511394,713.3505936,713.3518847,580.669,577.693,585.327,5044753.411,4957650.156,1288437.125,23,1,713.3967968,713,-0.396796838,0.603203162
CP7779,713.4226122,713.4218135,713.4231323,667.245,662.665,670.162,5550680.883,5530665.228,1829958.75,55,1,713.4682742,713,-0.468274155,0.531725845
CP4596,713.8796297,713.8777139,713.8806283,536.476,535.59,537.803,133014.8443,133013.0739,95536.88281,95536,1,713.9253209,714,0.074679118,1.074679118
CP3055,713.9388164,713.9377828,713.9406861,372.93,370.149,375.71,255006.9158,255001.8182,73149.11719,73148,1,713.9845114,714,0.015488579,1.015488579
CP5443,713.9494331,713.9492019,713.9499611,585.327,583.656,587.457,2284654.545,2284651.167,1256265.25,1256264,1,713.9951288,714,0.004871171,1.004871171
CP0843,714.0963081,714.0953131,714.0981867,186.171,184.792,187.094,122783.095,122781.2534,91597.72656,91597,1,714.1420132,714,-0.142013183,0.857986817
CP3859,714.1396698,714.1383512,714.1411907,487.664,485.073,489.875,565201.8254,560285.6612,321600.8438,33,1,714.1853777,714,-0.185377651,0.814622349
CP5341,714.35441,714.3530433,714.3562989,580.669,578.967,584.907,1598415.025,1589890.488,610224.625,25,1,714.4001316,714,-0.400131582,0.599868418
CP7337,714.398737,714.3960228,714.4001312,652.339,626.089,664.331,35221858.41,31736429.47,4167234.25,20,1,714.4444614,714,-0.444461413,0.555538587
CP7866,714.4347416,714.4338505,714.4357648,667.661,662.248,672.658,18196372.31,15691360.14,5053714.5,13,1,714.4804684,714,-0.480468362,0.519531638
CP6236,714.4687527,714.4676609,714.4705986,620.194,616.81,623.148,2416993.679,2403339.772,697085.4375,25,1,714.5144817,715,0.485518347,0.485518347
CP7606,714.5335265,714.5335119,714.5335449,662.665,661.833,663.915,777591.619,777589.9534,541498.6875,541498,1,714.5792596,715,0.420740407,0.420740407
CP3048,714.9379891,714.9376611,714.9383141,372.93,369.686,376.174,420520.5292,419363.9236,159593.0156,69,1,714.983748,715,0.016251957,1.016251957
CP7311,715.4186013,715.4173874,715.4203105,657.304,656.065,658.954,1937286.042,1919971.642,1175314.875,25,1,715.464391,715,-0.464390976,0.535609024
CP7816,715.4365615,715.4346832,715.4375718,668.495,664.747,670.162,4684374.304,4457953.587,2793675.375,15,1,715.4823523,715,-0.482352333,0.517647667
CP3997,715.8718747,715.8714145,715.8729872,500.275,498.023,502.043,575549.2416,575545.6682,340746.2188,340745,1,715.9176935,716,0.082306538,1.082306538
CP7629,715.9517441,715.9517225,715.9517669,662.665,661.419,664.331,896177.62,896175.124,502844.9688,502844,1,715.997568,716,0.002432038,1.002432038
CP0865,716.0700886,716.0691887,716.0709292,186.171,184.792,187.557,382846.8936,382844.5894,261445.25,261444,1,716.11592,716,-0.115919988,0.884080012
CP0844,717.0724669,717.0716799,717.0745806,186.171,184.792,187.094,93947.98128,93946.13968,60396.125,60395,1,717.1183625,717,-0.11836249,0.88163751
CP7630,718.4654891,718.4654682,718.4655128,663.081,661.833,664.331,953668.6678,953666.5861,636694.75,636694,1,718.5114738,719,0.488526187,0.488526187
CP4003,718.8454235,718.8444409,718.847384,499.828,498.023,502.491,1159687.143,1159683.122,553982.4375,553981,1,718.8914326,719,0.108567414,0.108567414
CP5807,718.9539355,718.9527788,718.9544562,604.112,601.147,607.933,28353581.42,28345443.31,12581791,890,1,718.9999515,719,4.85E-05,1.000048475
CP0866,719.044094,719.0440532,719.0441126,186.171,184.792,187.557,179335.783,179333.4789,126826.2578,126825,1,719.0901157,719,-0.090115745,0.909884255
